gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction
APOBEC3B,1.1631153935095,7.639410729276462,3.287357256672111e-11,7.136975608448275,5.973860214938775,3.0939159696325613e-10,True,Upregulated in Tumor
PLCL1,-0.53933686060169,-7.4140598340490635,3.297411162099665e-11,5.2563391812758615,5.7956760418775515,3.1012186399288077e-10,False,Not Significant
FKBP1B,-0.8713933572262489,-7.6108154852242995,3.317625787320187e-11,7.32579124812069,8.197184605346939,3.117803446617562e-10,False,Not Significant
CREBL2,-0.5147985729707951,-7.418130754919446,3.319659015673453e-11,9.951888033396552,10.466686606367347,3.117803446617562e-10,False,Not Significant
SRP19,0.49724877897290476,7.487547090718386,3.33611966817394e-11,9.71283775425862,9.215588975285716,3.1310873135674164e-10,False,Not Significant
ZNF692,0.4206672210689657,7.502017014119455,3.416161379171587e-11,8.048941379068966,7.628274158,3.202958914687834e-10,False,Not Significant
NEK7,-0.6496581707343445,-7.432353218290257,3.417437480562232e-11,9.390593026775859,10.040251197510203,3.202958914687834e-10,False,Not Significant
MOSPD1,0.4789736447047863,7.411502166267583,3.520410574320736e-11,8.078504533051724,7.599530888346938,3.2971828767806474e-10,False,Not Significant
CELSR3,0.3803553968993665,7.554179715329711,3.540075038761998e-11,7.879305647103449,7.498950250204082,3.313304303938255e-10,False,Not Significant
LYPLA1,0.7753737396210436,7.401665478880642,3.5463830746394555e-11,9.333148005396554,8.55777426577551,3.316911228633373e-10,False,Not Significant
UST,-0.49757808599718434,-7.453585789842552,3.644416388504124e-11,6.793644712206897,7.291222798204081,3.403889944065877e-10,False,Not Significant
ADCY3,-0.38284529293737,-7.405343820471651,3.643575880989246e-11,7.254397080103447,7.637242373040817,3.403889944065877e-10,False,Not Significant
NAALAD2,-0.2088465459261073,-7.406248653711293,3.6693380410384565e-11,4.542953130931036,4.751799676857143,3.424799974076985e-10,False,Not Significant
CXCL3,-1.487908083053484,-7.822894429835178,3.684491707763122e-11,6.127331622068966,7.61523970512245,3.4365704230792674e-10,True,Downregulated in Tumor
YTHDF1,0.4826830862635454,7.649383200418772,3.68879465998261e-11,10.355680962120688,9.872997875857143,3.438211022735515e-10,False,Not Significant
LOC728392,-0.44221214890182825,-7.396149772879173,3.696994373732055e-11,7.9935695604655175,8.435781709367346,3.441107366459279e-10,False,Not Significant
KIAA0408,-0.21710155063159764,-7.665936981298596,3.69597470733826e-11,4.258672708327587,4.475774258959184,3.441107366459279e-10,False,Not Significant
RAPGEF2,-0.6084806847589732,-7.389564752752525,3.7312120024303885e-11,9.408335900465518,10.016816585224491,3.470566428963985e-10,False,Not Significant
CNIH4,0.7802623117121756,7.390551824954093,3.748623873344079e-11,8.335609285344828,7.555346973632653,3.484363937293344e-10,False,Not Significant
F12,0.5818985952470097,7.520306797338549,3.814011449001927e-11,7.658573943655172,7.076675348408163,3.542705479949213e-10,False,Not Significant
KIF23,0.5227998926034481,7.838880227075087,3.827351201730397e-11,4.669630160603448,4.1468302679999995,3.5526546353974117e-10,False,Not Significant
SEC13,0.4298656551611515,7.390220145191339,3.926936957443619e-11,10.617769759344826,10.187904104183675,3.6425911448078595e-10,False,Not Significant
TMEM147,0.5824014614834621,7.641791478167985,3.9816040360788026e-11,11.012757081034483,10.43035561955102,3.69076670422531e-10,False,Not Significant
RHOD,0.2925453036629122,7.379149996220298,4.0006613079590125e-11,10.837318946724137,10.544773643061225,3.705890169778345e-10,False,Not Significant
MDH2,0.6560586053698092,7.462690934109871,4.007213074015632e-11,9.952248247431033,9.296189642061224,3.7068778025545015e-10,False,Not Significant
C11orf48 /// LOC102288414,0.46863670089303255,7.622862825492128,4.007008529451149e-11,8.889151444137932,8.4205147432449,3.7068778025545015e-10,False,Not Significant
TDP1,0.3833994858937384,7.446012955843012,4.109562198613006e-11,8.381012267689655,7.997612781795917,3.7989557533689995e-10,False,Not Significant
KIAA0754,-0.8653855254169587,-7.654006121125489,4.1161470776822754e-11,5.174536242603448,6.039921768020407,3.8024420885082673e-10,False,Not Significant
ABCG1,-0.45880263094159,-7.372214696869774,4.1384221913230076e-11,7.989167929793104,8.447970560734694,3.8204081909651946e-10,False,Not Significant
RITA1,0.27392074638317965,7.3650170347998,4.1955961296855674e-11,9.079569134913793,8.805648388530614,3.8705448254403034e-10,False,Not Significant
TSPYL2,-0.49721667981632756,-7.414530798090197,4.2280506511689354e-11,9.593722341,10.090939020816327,3.897824321319793e-10,False,Not Significant
ACAD8,0.8339854331192829,7.460898252356268,4.2928275397965944e-11,8.386600266017242,7.552614832897959,3.954844185436331e-10,False,Not Significant
IL20RA,-0.7410043786069673,-7.733877271036428,4.369339363243804e-11,5.556779384637931,6.297783763244898,4.022590020043597e-10,False,Not Significant
RPS5,0.43336387208304217,7.393186610245404,4.383954355549622e-11,12.843351673103449,12.409987801020407,4.0332976933460273e-10,False,Not Significant
MICA,-0.4862316337441932,-7.356262064001847,4.4271463597276085e-11,7.834957449051725,8.321189082795918,4.070264153178138e-10,False,Not Significant
POLR1C,0.3479016631766356,7.375578620855568,4.447189160674475e-11,8.297330874482759,7.949429211306123,4.0859117271594515e-10,False,Not Significant
USP12,-0.5349556817308248,-7.359256170647325,4.5080808314512114e-11,7.564978356534482,8.099934038265307,4.139042964474397e-10,False,Not Significant
QDPR,-0.5901119962033778,-7.351963284450845,4.519879335359198e-11,9.355610130551725,9.945722126755102,4.1470583311187755e-10,False,Not Significant
LGSN,1.3655208603374387,7.99709281090079,4.7401027542781265e-11,6.408952429051724,5.043431568714285,4.3461661278201415e-10,True,Upregulated in Tumor
THEMIS2,-0.6549849254957802,-7.343630514398752,4.794010935344315e-11,8.474507373810344,9.129492299306124,4.3926140875375197e-10,False,Not Significant
FER1L4,0.40399808867663634,7.34076250757383,4.8109855719110677e-11,7.398967142982759,6.9949690543061225,4.405180894605561e-10,False,Not Significant
H2BFS,0.9696842962508825,7.870743878838636,4.822198561519477e-11,9.579021926189657,8.609337629938775,4.4124586025007264e-10,False,Not Significant
STIP1,0.49998410182688424,7.341665976966532,4.87121834882975e-11,8.440525420275863,7.940541318448979,4.454297427904876e-10,False,Not Significant
BOLA2 /// SMG1P2 /// SMG1P5,0.7695332474560157,7.3784103199123745,4.9384949334904565e-11,9.14270727751724,8.373174030061225,4.512762611637831e-10,False,Not Significant
TUBB,0.7365046702814944,7.400883615859217,4.990822301735987e-11,12.159359630689657,11.422854960408163,4.5574975275649913e-10,False,Not Significant
PCF11,-0.607602091872625,-7.343097258519021,5.02576094897695e-11,7.044704813862069,7.652306905734694,4.586303796449931e-10,False,Not Significant
POP7,0.543683559173469,7.614053689781263,5.090447726646777e-11,8.3368370745,7.793153515326531,4.6421997993003504e-10,False,Not Significant
GOT2,0.4014254877195622,7.673481104743001,5.175641231931388e-11,10.32885497763793,9.927429489918367,4.715828786770697e-10,False,Not Significant
ESD,-0.38684666965130354,-7.417889319950086,5.1781649423364515e-11,10.695555566879309,11.082402236530612,4.715828786770697e-10,False,Not Significant
RHOB,-0.9649588792916948,-7.379903753761764,5.193701194330426e-11,11.203402055810345,12.16836093510204,4.726792703122943e-10,False,Not Significant
STX1A,0.5409166684391273,7.684990180380028,5.252995808661687e-11,8.598492876275861,8.057576207836734,4.777539593140155e-10,False,Not Significant
TYROBP,-1.0811411960601696,-7.318269096833915,5.262824594440243e-11,9.684163408327587,10.765304604387756,4.783259878537988e-10,True,Downregulated in Tumor
MIR6787 /// SLC16A3,0.4477976599912026,7.320526110214156,5.277512576384935e-11,9.013257372603448,8.565459712612245,4.793385918672204e-10,False,Not Significant
LOC101928274 /// VSIG10,-0.4794324416833202,-7.327960841895473,5.3037386971797376e-11,6.656656768275862,7.136089209959183,4.813971020307868e-10,False,Not Significant
FUBP1,0.3445381373958458,7.322777205369381,5.319355232412258e-11,8.993984406844826,8.64944626944898,4.82490509839273e-10,False,Not Significant
LOC101928830 /// LTA4H,-0.7140659492762129,-7.324250645862185,5.530388689383759e-11,10.925711031948275,11.639776981224488,5.012957956876024e-10,False,Not Significant
TSKU,0.4500212190003534,7.369564224852031,5.534359324680478e-11,9.198524886775864,8.74850366777551,5.013194790419347e-10,False,Not Significant
CFP,-0.4095413867473612,-7.3511336147275586,5.633344279906829e-11,6.779809775068966,7.189351161816327,5.099440585595498e-10,False,Not Significant
CHEK2,0.37508903025756357,7.45791710681144,5.727270313770499e-11,7.953781800931034,7.57869277067347,5.180994530830542e-10,False,Not Significant
DENR,0.6655357122385652,7.299733302350092,5.78194800936605e-11,9.387356321034485,8.72182060879592,5.226958350941951e-10,False,Not Significant
COL5A1,1.131542578195285,7.2982489581698005,5.845074315943906e-11,9.908588908603448,8.777046330408163,5.280493274062961e-10,True,Upregulated in Tumor
ARHGAP8 /// PRR5-ARHGAP8,0.6243541952501737,7.455547354609874,5.869789783206268e-11,8.31496371463793,7.690609519387756,5.299279152974798e-10,False,Not Significant
CDK5,0.4623561157758642,7.481843035113493,6.011930051056937e-11,8.383919137775862,7.921563021999998,5.423980950603104e-10,False,Not Significant
BET1,0.8097988250457444,7.365947786524676,6.100309911609961e-11,9.09114634086207,8.281347515816325,5.500045927645672e-10,False,Not Significant
UQCRQ,0.5254063113786067,7.293182704003657,6.155190846696089e-11,11.194407304827585,10.669000993448979,5.545826952873176e-10,False,Not Significant
TFDP2,0.44952393460485673,7.477471720929411,6.220562021722045e-11,8.264568155706897,7.81504422110204,5.600992386647131e-10,False,Not Significant
MEST,0.8245925427853642,7.305667968220918,6.266384615553688e-11,10.225453410724139,9.400860867938775,5.638494545886025e-10,False,Not Significant
ARHGAP24,-0.39231777638177334,-7.316036144154969,6.301759382659766e-11,6.783839101189655,7.176156877571429,5.666552099577295e-10,False,Not Significant
LRRC42,0.5006954420489107,7.716955405340622,6.36806422874166e-11,7.204231735844828,6.703536293795917,5.722366226824702e-10,False,Not Significant
ABCF2,0.4159707416952845,7.416779865711041,6.374770167605463e-11,8.965285472103448,8.549314730408163,5.724585967786567e-10,False,Not Significant
TAL1,-0.300173138901477,-7.285636264929973,6.42648487674869e-11,7.8178917172413795,8.118064856142857,5.767194097560329e-10,False,Not Significant
IL6R,-0.7223719190270934,-7.290818953049965,6.523390902239685e-11,7.230985669258621,7.953357588285715,5.850273924603142e-10,False,Not Significant
ESYT1,-0.37188453336664296,-7.276369480169533,6.704605310711058e-11,9.842093881551726,10.213978414918369,6.008802438611403e-10,False,Not Significant
ARNTL2,0.6132163765179435,7.5729788764848855,6.776927208689376e-11,7.379679805068965,6.766463428551021,6.069593851917622e-10,False,Not Significant
IGF2BP3,1.5488930359028856,7.893780213620198,6.798439575274602e-11,7.1661206518620695,5.617227615959184,6.08482853376399e-10,True,Upregulated in Tumor
CCDC86,0.4068874747843072,7.445999438879292,6.920836101349362e-11,8.519817936396551,8.112930461612244,6.190277955641074e-10,False,Not Significant
GADD45B,-0.9424691690362401,-7.440757597835604,6.938177384969919e-11,9.58094568108621,10.52341485012245,6.201684349065374e-10,False,Not Significant
CASP3,0.4834835751143558,7.2902974289928935,7.067685300346875e-11,7.738890587155171,7.255407012040815,6.313269453680635e-10,False,Not Significant
SLC14A1,-0.54190059721323,-7.696001625992135,7.093193182398314e-11,4.270719662827586,4.812620260040816,6.331869607669301e-10,False,Not Significant
MICAL1,-0.6387861030703723,-7.256681894026084,7.12903178440001e-11,7.713253204827587,8.35203930789796,6.359661027469712e-10,False,Not Significant
TGOLN2,-0.43790585649753666,-7.256584872562352,7.135821276563206e-11,10.260418448931036,10.698324305428573,6.36151876997043e-10,False,Not Significant
PEBP1,-0.48990797646270323,-7.375381958989248,7.302350683288023e-11,10.78669993374138,11.276607910204083,6.505686848031485e-10,False,Not Significant
CERS6,0.4932880799556667,7.278681404548551,7.489803544195175e-11,9.709814755241382,9.216526675285715,6.668293471659934e-10,False,Not Significant
POLR2J,0.5739790488564385,7.298418317880133,7.608426845717279e-11,10.239430667448277,9.665451618591838,6.769446268589139e-10,False,Not Significant
FCHSD2,-0.5121083111337086,-7.244833442177956,7.64779914528527e-11,8.246382035172413,8.758490346306122,6.80000035845595e-10,False,Not Significant
CALHM2,-0.4146119568237143,-7.243453487956449,7.688936217605583e-11,8.312863616706897,8.727475573530612,6.83208237875999e-10,False,Not Significant
CDCP1,0.7021391147839546,7.496187685637724,7.796628914189181e-11,8.35053438962069,7.6483952748367345,6.923222061449854e-10,False,Not Significant
PHF11,-0.3989173087241369,-7.288426943619866,7.802356463035401e-11,9.865343781275863,10.26426109,6.923758870513686e-10,False,Not Significant
MCOLN1,-0.4629007029064045,-7.5038686596425705,7.832064853363253e-11,8.25969242437931,8.722593127285714,6.945561449685326e-10,False,Not Significant
NCF2,-0.9529022713057707,-7.237997865778329,7.837628625634122e-11,8.581895287775861,9.534797559081632,6.945937762324273e-10,False,Not Significant
IL18RAP,-0.4538332001308927,-7.325827779682362,7.944864035079833e-11,6.292813188379311,6.746646388510204,7.036358940635907e-10,False,Not Significant
PDK1,0.4218071857199135,7.235823874770946,7.984223423200906e-11,6.970944849413792,6.5491376636938785,7.066586742931254e-10,False,Not Significant
HDC,-0.5231548190816335,-7.438717758030837,7.999031355154107e-11,7.241058648999999,7.764213468081633,7.075059474143178e-10,False,Not Significant
NDST1,-0.46539561206263347,-7.28622355268773,8.017155479812758e-11,6.817972038896551,7.2833676509591845,7.08645234203201e-10,False,Not Significant
TARS,0.7473111809915558,7.444061512279281,8.246430165166659e-11,9.17185265437931,8.424541473387753,7.284346645897215e-10,False,Not Significant
C11orf24,0.5151873614486284,7.258869723848077,8.299726627638834e-11,8.412616394224138,7.897429032775509,7.326636536416646e-10,False,Not Significant
ARHGAP10,-0.3232800152083044,-7.229932014006277,8.311217336924095e-11,7.600051711689654,7.923331726897959,7.330987786647356e-10,False,Not Significant
NR4A1,-1.1580160592044333,-7.326365518016347,8.315504459437956e-11,9.147593526224139,10.305609585428572,7.330987786647356e-10,True,Downregulated in Tumor
CASK,0.6312427015707254,7.39116693358002,8.439489813865728e-11,9.200625157448277,8.569382455877552,7.43544360067766e-10,False,Not Significant
GOT1,0.5599947904693883,7.418142573508465,8.584882594774491e-11,8.495154096,7.935159305530612,7.558611613575065e-10,False,Not Significant
PSMA2,0.5177023935679106,7.224249960072283,8.592622110273493e-11,10.82639716624138,10.30869477267347,7.560500509137126e-10,False,Not Significant
LYPD1,0.5813192722976774,7.5739858031853595,8.616226724768679e-11,6.31299026537931,5.731670993081632,7.57633729246901e-10,False,Not Significant
ABR,-0.5057413304771288,-7.3218083200138935,8.653611548790851e-11,9.270135637931034,9.775876968408163,7.604262684129281e-10,False,Not Significant
PTS,0.610558810522166,7.35338771805792,8.693040868372904e-11,9.16053214037931,8.549973329857144,7.633947195325523e-10,False,Not Significant
PGS1,-0.3608219039999998,-7.4078799731683365,8.724552758351264e-11,8.907002024,9.267823928,7.656644839553072e-10,False,Not Significant
FOLR1,-1.4261712786833236,-7.584572081307266,8.765617576656543e-11,10.06330990927586,11.489481187959184,7.687691210156598e-10,True,Downregulated in Tumor
ZNF107,0.5154188954085148,7.594690436988242,8.861327861462753e-11,5.172233981775862,4.656815086367347,7.766591831885157e-10,False,Not Significant
GABBR1 /// UBD,1.416000329569668,7.301334165654064,8.98136495333213e-11,9.647705486120689,8.23170515655102,7.866697818812945e-10,True,Upregulated in Tumor
KIAA0907,0.6830431329570708,7.230759867224911,9.032500034020118e-11,9.686037534344827,9.002994401387756,7.90636256216204e-10,False,Not Significant
PBX1,-0.7523905876347641,-7.454878131162414,9.097028768403818e-11,9.730350110344828,10.482740697979592,7.95769215566198e-10,False,Not Significant
SNRPC,0.31836931044792394,7.3709985220790735,9.145563727803299e-11,9.559717502672413,9.241348192224489,7.994973724531797e-10,False,Not Significant
