gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction
ZNF814,0.03300508915411626,0.8767872273450795,0.3828155561048966,5.308338634827586,5.27533354567347,0.48845848194464475,False,Not Significant
ALDH4A1,0.051167777646726975,0.8769535572437891,0.38281202619778576,7.169903246034483,7.118735468387756,0.48845848194464475,False,Not Significant
RNF6,-0.10697287534025257,-0.8761449218564448,0.38298211012260797,8.34735393174138,8.454326807081632,0.48862486720542303,False,Not Significant
CALY,0.053174731659748176,0.8757078291044783,0.3833584423647193,5.18599385974138,5.132819128081632,0.48905883977337933,False,Not Significant
EBI3,-0.040281204659042835,-0.8752756205257085,0.38370502071108425,5.990407339810345,6.030688544469387,0.48945477630111406,False,Not Significant
OR1A1,-0.07363246939338541,-0.8749429162976555,0.38379576624957723,6.677192938586207,6.750825407979592,0.48952432812976937,False,Not Significant
NT5M,0.045683982565448034,0.8743003049135136,0.3839679492460152,6.261522906810345,6.215838924244897,0.4896977289855521,False,Not Significant
CD40,0.030389361777622526,0.8724036845201926,0.38502919472333497,9.701755955655173,9.67136659387755,0.4910048656997426,False,Not Significant
PTTG1IP,0.06894876849050569,0.8716977066028222,0.3854698369573505,11.754885361551727,11.685936593061221,0.4915204119708078,False,Not Significant
FOXN2,0.03406434220443355,0.8710902415352424,0.3857387118565089,5.600143045775863,5.56607870357143,0.4918168576170488,False,Not Significant
KIAA0226L,-0.0613411498522165,-0.8709143094510304,0.3857981720940159,8.15955614586207,8.220897295714286,0.4918462688284714,False,Not Significant
ADAM30,-0.042058789808232966,-0.8712437810652702,0.3858747116450022,6.693105182844827,6.73516397265306,0.491897446508414,False,Not Significant
PIGP,0.05403134324700787,0.8708989780507432,0.38596613299666904,9.753024612655171,9.698993269408163,0.491967583462226,False,Not Significant
SYT2,0.03902619999472279,0.8704135124584008,0.3860619795026011,8.936471087362069,8.897444887367346,0.49204334713105,False,Not Significant
KRTAP5-8,-0.030024360439478315,-0.8700717079845749,0.3862966365801692,8.588410118948277,8.618434479387755,0.49229599654700495,False,Not Significant
GOLGA6A,0.030815865164320222,0.8698430371814913,0.3864030367657604,6.348106721327586,6.3172908561632655,0.4923851632933483,False,Not Significant
SART3,0.04326003703061332,0.8697808750939844,0.38658828615522445,8.6007334695,8.557473432469386,0.49252834534199263,False,Not Significant
CALB2,-0.05515667090534748,-0.8695348091179063,0.3865731248058135,7.005755153706898,7.060911824612245,0.49252834534199263,False,Not Significant
HIGD2A,0.04436476782195875,0.8693981924537002,0.38675231031397983,10.696078327413794,10.651713559591835,0.49264443674773206,False,Not Significant
SH2B2,0.044846164470443206,0.869233696854057,0.38672925377355527,7.906026442327586,7.861180277857143,0.49264443674773206,False,Not Significant
CADM3,-0.04817837883427245,-0.8685607255201228,0.3871787691531958,8.421014329431035,8.469192708265307,0.4931411803887891,False,Not Significant
CYP7A1,-0.02042989898170333,-0.8680637315097376,0.3874124796458134,4.245083574344827,4.26551347332653,0.4933923541663369,False,Not Significant
CAMK2G,-0.0510355344194231,-0.8677864402374438,0.3875190145580454,8.850761820172414,8.901797354591837,0.49343503690898655,False,Not Significant
LOC101929304 /// SNX29,-0.04061850781210463,-0.8679168575519425,0.3875115832657908,7.347264402310345,7.38788291012245,0.49343503690898655,False,Not Significant
SOAT2,0.030082079951091245,0.867144575794311,0.3878575300982323,6.616295217155172,6.586213137204081,0.4938195496257758,False,Not Significant
ULBP1,-0.036495490695284794,-0.8669955530251838,0.3879240256041535,6.236172899896551,6.272668390591836,0.49385768707989214,False,Not Significant
TBXA2R,0.03351104059640875,0.8665279024337497,0.38822199447256556,8.364156122086206,8.330645081489797,0.49419047332548965,False,Not Significant
GSDMD,-0.04292478931703059,-0.8664448254238076,0.38828340041207265,8.732705754948276,8.775630544265306,0.4942220904661106,False,Not Significant
MSL3,0.048241440211823416,0.8662102371830372,0.38835165106629266,8.986601152068966,8.938359711857142,0.4942624130483987,False,Not Significant
PYHIN1,0.030470712324067506,0.8661673062972668,0.3883890503812254,6.7971073625689655,6.766636650244898,0.4942634666574634,False,Not Significant
USP32P2,-0.0874662264000694,-0.8655983296320968,0.3886840959868938,8.449886478844828,8.537352705244897,0.49459236957563973,False,Not Significant
SDC4,-0.09324098353905619,-0.8644590329387616,0.38940281129271237,10.964500672379309,11.057741655918365,0.49546027062897835,False,Not Significant
SV2A,0.06269248607846567,0.8641093176880641,0.3895728532641699,7.667322968017242,7.604630481938776,0.4956299644041473,False,Not Significant
TBC1D22A,-0.033830033327232556,-0.8638352049324731,0.38964748656009607,9.575165352448277,9.60899538577551,0.49567825497549867,False,Not Significant
LINC01260,-0.03190997704785303,-0.8632632616243138,0.38996291825013163,7.785928647482759,7.817838624530612,0.49598669605817003,False,Not Significant
MTNR1B,-0.03029708107600193,-0.8632633507245498,0.38996334682309397,6.091981662413793,6.122278743489795,0.49598669605817003,False,Not Significant
SEMA4G,-0.06149911737649738,-0.8630390125294192,0.390118652166238,9.044011430827585,9.105510548204082,0.49613753496063856,False,Not Significant
NDST4,0.04475786693420147,0.8621257835000311,0.39070737663252053,5.980018690913793,5.935260823979592,0.49683949898273566,False,Not Significant
SLC22A7,0.03824804472061771,0.8620943880585418,0.3908075538389515,6.207969561965516,6.1697215172448985,0.4968733857133988,False,Not Significant
PHLPP1,-0.06248728938845982,-0.862072654567788,0.3908074278650895,6.0247774204482765,6.087264709836736,0.4968733857133988,False,Not Significant
NUDT15,0.0722006165953557,0.8618131261878402,0.3909475435230271,6.28854194675862,6.216341330163265,0.4970046139322463,False,Not Significant
HMOX2,-0.03259398642434874,-0.8614403741605267,0.3909889708228331,8.281904486310346,8.314498472734694,0.49701052865599976,False,Not Significant
C9orf114,0.03272792010591008,0.8610739199073195,0.3911973536858311,6.7225396175344825,6.689811697428572,0.4972286499636986,False,Not Significant
P2RY4,-0.03209549399366729,-0.8610295696429392,0.3912911520119676,6.9385915399655165,6.970687033959184,0.4973011020727612,False,Not Significant
PRDX6,0.05654993079873627,0.8602617947011355,0.3917342719857404,11.043004681206897,10.98645475040816,0.49781745988596915,False,Not Significant
LRCH1,-0.034185845146375016,-0.8605439813375921,0.3919696752577707,6.2055310712413805,6.2397169163877555,0.4980697782163192,False,Not Significant
RBMXL2,-0.05012022260063187,-0.8596833552351706,0.3920066914433955,5.686404075603449,5.736524298204081,0.4980699854148247,False,Not Significant
C12orf10,0.06095747098944493,0.8593149867733177,0.39238673389521284,7.678071239724139,7.617113768734694,0.49850598877550306,False,Not Significant
KLRC3,0.030277432763546663,0.8587687623103397,0.39248290834116106,4.50384639962069,4.473568966857143,0.49858130521954996,False,Not Significant
GAGE1,0.04424752798522125,0.8584976154938645,0.39257931751180564,5.5295060374137925,5.485258509428571,0.4986569056552682,False,Not Significant
FGF5,0.04432873735468146,0.8589479221484684,0.3928192841060417,7.430130107068966,7.385801369714285,0.49891482235627793,False,Not Significant
HERC5,-0.07394889962209739,-0.8575332335250462,0.39315462412573,8.211853431275863,8.28580233089796,0.49919999483833527,False,Not Significant
C9orf116,-0.06832312418332442,-0.8589633125215198,0.3931315765060017,6.765248216775861,6.833571340959185,0.49919999483833527,False,Not Significant
C9,-0.023128571693173505,-0.8575520083640183,0.39314801960002177,4.700855971551724,4.723984543244898,0.49919999483833527,False,Not Significant
VDR,-0.04175040611294811,-0.8572839577583637,0.3933025840008877,8.575249813948275,8.617000220061223,0.49934095094147457,False,Not Significant
MKRN7P,-0.03748465190816397,-0.8570644474550123,0.3933612764772153,6.2828505555,6.320335207408164,0.49936855641457495,False,Not Significant
GCNT1P1 /// GCNT1P1,0.03717914100809239,0.8563946604415038,0.39382106801969663,6.977949031844828,6.9407698908367355,0.49990530048710435,False,Not Significant
OXCT1,0.07133201735995698,0.8575040882610716,0.3938861938847835,8.269197034706897,8.19786501734694,0.49994101336897534,False,Not Significant
HIST3H3,0.024608190435959187,0.8559056832717157,0.3940382365063523,4.948549607293103,4.923941416857144,0.49998160032302696,False,Not Significant
OTOR,-0.044141337333216235,-0.8558626458386561,0.3940284000134785,6.777456640258621,6.821597977591837,0.49998160032302696,False,Not Significant
MYL1,-0.06169090090006968,-0.8560380419556379,0.3940661492150117,7.592514614344829,7.6542055152448985,0.49998160032302696,False,Not Significant
APOD,-0.13511196999894182,-0.8562004519597376,0.3940474655422652,9.381124459327587,9.51623642932653,0.49998160032302696,False,Not Significant
AGO3,0.08383048219704303,0.8560603799908072,0.39417495636470057,7.789177135482758,7.705346653285715,0.5000727058358142,False,Not Significant
HAUS5,0.03089080864883975,0.8549983730971625,0.394514291457868,9.388153972689658,9.357263164040818,0.5004562276190244,False,Not Significant
HGSNAT,-0.05136562789268062,-0.8558613097973993,0.3945742923435476,9.649438325637933,9.700803953530613,0.500485364713566,False,Not Significant
EPO,0.04650558617346956,0.854360213671953,0.39495613994711476,6.0456530045,5.9991474183265305,0.5009226943867545,False,Not Significant
BTNL3,-0.04890942924102859,-0.854048077295285,0.3950587628455764,7.977365703534483,8.026275132775512,0.5010058346493352,False,Not Significant
MIA2,0.04243007969317425,0.8537676636498693,0.39520432920976567,4.749991229448276,4.707561149755102,0.5011434142681538,False,Not Significant
CUEDC2,-0.03631198328782759,-0.853203369030867,0.3954935184272119,9.353431025344827,9.389743008632655,0.5014500733933613,False,Not Significant
RPL10L,0.03459984104363034,0.8532054111815607,0.3955203686550671,7.018217186206896,6.983617345163266,0.5014500733933613,False,Not Significant
KLF15,0.025998076133710413,0.8521536294928224,0.3960862242651023,8.860744475827588,8.834746399693877,0.5020732808987861,False,Not Significant
PGAM2,0.047391959896199154,0.8523218485430217,0.39606441971195616,5.808976818120689,5.76158485822449,0.5020732808987861,False,Not Significant
TSPAN8,-0.23880044042258852,-0.8534490009630555,0.3961275798028251,8.901723032189656,9.140523472612244,0.5020786121199644,False,Not Significant
ZNF839,-0.03781615016889717,-0.8525498574628093,0.396267519832453,7.494785283586205,7.532601433755103,0.5022088832085149,False,Not Significant
MTO1,-0.05737155865341226,-0.8517467262692052,0.39634397535182153,6.924103656224139,6.981475214877551,0.5022586804388062,False,Not Significant
CTNNA2,0.03120681772976841,0.851630972258279,0.39645415008022034,6.057189094137931,6.025982276408163,0.5023041003406935,False,Not Significant
STAM,-0.0745733370619277,-0.851481154572074,0.3964400174431113,8.292293420448276,8.366866757510204,0.5023041003406935,False,Not Significant
C6orf10,0.0498776645102037,0.8513454194593034,0.39651518647760153,6.203372954,6.153495289489796,0.5023343405741268,False,Not Significant
XRCC1,0.05208910491520147,0.8505246634794749,0.396981767371949,6.677848309017242,6.625759204102041,0.5028783003122965,False,Not Significant
CLUHP3,-0.05365418943244116,-0.8502480348742579,0.39712326683770427,8.223894742465518,8.27754893189796,0.5030103984359487,False,Not Significant
LPCAT4,0.04052241175264015,0.8494882865586303,0.3975968602186938,7.632862926568966,7.592340514816326,0.5035190121164934,False,Not Significant
RIMS1,-0.03549458817593276,-0.8494330699773611,0.3975993264748219,6.569606977068966,6.605101565244898,0.5035190121164934,False,Not Significant
NME8,-0.042929137020760955,-0.8492661890530758,0.39773404196774065,6.311992468224137,6.354921605244898,0.5036424226734766,False,Not Significant
ANKHD1 /// ANKHD1-EIF4EBP3,-0.0566998108029555,-0.8488130453912834,0.39807144990055465,9.331232439482758,9.387932250285713,0.5040224513215286,False,Not Significant
FAM115A /// LOC100294033,0.03895231651724096,0.8476561570762291,0.3985575828478577,8.62134697151724,8.582394655,0.5045853710189889,False,Not Significant
ANKRD34C,-0.020499078739620202,-0.8476041331029014,0.3985907081760064,5.660665751137931,5.6811648298775514,0.5045853710189889,False,Not Significant
TMLHE,-0.041626789650597296,-0.847756191587009,0.398674413260507,6.660162397431034,6.701789187081632,0.5046440662373094,False,Not Significant
HAND2,-0.0430032929085149,-0.8470170920995873,0.3991358763245234,5.1271518157241385,5.170155108632653,0.5051808736210839,False,Not Significant
SCN11A,-0.029868124831455845,-0.8457285511647947,0.3996295299492645,5.952813665637931,5.982681790469387,0.5057583198112472,False,Not Significant
NPC1L1,0.051039323467627185,0.845231318702992,0.39991323585799765,7.195287216120688,7.144247892653061,0.5060699796461459,False,Not Significant
TNK2,-0.037652569755454834,-0.8443675166006571,0.40038735209084086,8.258630111224138,8.296282680979592,0.5066225132017333,False,Not Significant
RPAP2,0.03974957888599562,0.8443701091197441,0.40050297312394767,6.339111531620689,6.299361952734693,0.5067213706955769,False,Not Significant
CUL1,-0.05927351400211123,-0.8439277921397782,0.40074958969349683,8.384076057344828,8.443349571346939,0.506985931358945,False,Not Significant
HTR1E,-0.039434161501055165,-0.8434395890829398,0.40099672691497423,6.5854465501724135,6.624880711673469,0.5072511011096852,False,Not Significant
CCKBR,0.0530189476467271,0.8435785089285183,0.40103660659093965,6.517740935034482,6.464721987387755,0.5072540700118436,False,Not Significant
SCAP,-0.04445670574806471,-0.843055386087796,0.40112637785162175,8.879846539517242,8.924303245265307,0.5072620839592042,False,Not Significant
RAB40C,0.03658202087966167,0.8429216834576883,0.40119307550424965,6.411633630655172,6.37505160977551,0.5072620839592042,False,Not Significant
THSD7A,-0.08033418566748818,-0.843679273816286,0.4011497828733308,6.8554962511896544,6.935830436857143,0.5072620839592042,False,Not Significant
TIGD6,0.02113899990042256,0.8429736222400375,0.40117516053710633,4.322910437431035,4.301771437530612,0.5072620839592042,False,Not Significant
SLC22A2,-0.03648461106509515,-0.8426521252177764,0.4013885952361691,6.890408203465518,6.926892814530613,0.5074618208247732,False,Not Significant
ETS1,-0.030480288752992024,-0.8421766840323396,0.40172799587849284,6.910118597655172,6.940598886408164,0.50784340700569,False,Not Significant
CLASP1,-0.03745751650879647,-0.8420935469634512,0.40176585535764353,8.62177706110345,8.659234577612246,0.5078437649792884,False,Not Significant
PITRM1,0.06510241261118921,0.8416327259892245,0.4020645017753869,8.573710347672414,8.508607935061224,0.5081737343583983,False,Not Significant
SLC4A5,0.023912486046445913,0.841185972999261,0.40216185116866887,6.132232805413793,6.108320319367347,0.5082492443000336,False,Not Significant
MYBPC3,-0.03540044273434173,-0.8411595375662991,0.4022959510902593,7.970533108775862,8.005933551510203,0.5083711808307484,False,Not Significant
TACR3,0.038555589074595886,0.8408468822897955,0.40238379950184766,6.648560421482759,6.610004832408163,0.5084346531663679,False,Not Significant
CDK5RAP2,0.062497544585151665,0.841854351825241,0.40284537742443294,7.724498839258621,7.66200129467347,0.5089319694391168,False,Not Significant
RBX1,0.06301662773258343,0.8399837371451941,0.4028526976736716,9.827872193344827,9.764855565612244,0.5089319694391168,False,Not Significant
TACR1,-0.05302500907142882,-0.8398530704914621,0.40310610194223884,7.4062123505,7.4592373595714285,0.5092045020795736,False,Not Significant
MRS2,0.07819645405207609,0.839382885050827,0.40321194998709997,7.725490027827586,7.64729357377551,0.5092467874069914,False,Not Significant
KLK2,-0.028353653891274533,-0.839449570867575,0.4032149368880662,6.888568600741379,6.916922254632653,0.5092467874069914,False,Not Significant
DDX31,0.0286661465904281,0.8389656678822636,0.40349074922601114,8.128354330896551,8.099688184306123,0.5095475122210372,False,Not Significant
SV2B,-0.07129301822695311,-0.8394406399652945,0.40390592315432716,7.646530056568966,7.717823074795919,0.509928869820713,False,Not Significant
CCDC22,-0.07845028875052673,-0.8381246263354099,0.40386501690174337,6.564100688086207,6.642550976836734,0.509928869820713,False,Not Significant
PKD1P1,-0.03618753688423482,-0.8381866147045215,0.4038758357064616,6.809008201258621,6.845195738142856,0.509928869820713,False,Not Significant
SMIM14,0.025983795382828134,0.8373177161231365,0.4043311705928687,4.439061941137931,4.413078145755103,0.5104180618870373,False,Not Significant
CCDC70,-0.04806140778536161,-0.8374846149094789,0.4044315933417454,6.4893942122758626,6.537455620061224,0.5104971499032118,False,Not Significant
GP1BB /// SEPT5 /// SEPT5-GP1BB,-0.06460519436206891,-0.8367776432640147,0.4047977488633372,5.815991872637931,5.880597067,0.5108671252197654,False,Not Significant
HIST1H4F /// HIST1H4G,-0.03788194794229316,-0.8370314982290485,0.4048002992214923,5.79318589924138,5.831067847183673,0.5108671252197654,False,Not Significant
SMC5,-0.0848211067691782,-0.8370490904921543,0.40494397932013415,7.533093593965517,7.617914700734695,0.5110007358087407,False,Not Significant
PRR13,-0.04874861637860661,-0.8360487901372096,0.40504498628615404,10.141009003172416,10.189757619551022,0.5110804770476493,False,Not Significant
BC113958,-0.019924988002111732,-0.835726086079119,0.4052068452984924,4.546972428344827,4.566897416346939,0.5112369785482752,False,Not Significant
OXT,0.03403828490605321,0.8352212491062556,0.40549442848259043,7.225919282844829,7.191880997938775,0.5115520583349398,False,Not Significant
LRRC23,-0.06986787156685192,-0.8357344639453865,0.4056277704771538,7.9015701150862085,7.9714379866530605,0.5116725142802626,False,Not Significant
SPP2,0.03827869569000786,0.8348708746536085,0.40570470593238384,6.963775331465518,6.92549663577551,0.5116951767164096,False,Not Significant
GRINA,0.0666941294940191,0.8349438531989715,0.4057214586528336,9.481093365310345,9.414399235816326,0.5116951767164096,False,Not Significant
PQLC3,-0.029202314668190787,-0.8344243881526313,0.4059403897460996,7.899026795637932,7.928229110306122,0.5119235203339121,False,Not Significant
CTDNEP1,-0.04066213913124628,-0.8341175072204416,0.40612246134717045,9.874001108603448,9.914663247734694,0.5121053428911185,False,Not Significant
SETD5,0.054742300646378084,0.8339913674436243,0.40620740862501503,9.940290500258621,9.885548199612243,0.5121646727835693,False,Not Significant
CABP1,-0.038905137352569064,-0.8331327672586414,0.40669243345046613,6.261029435586207,6.299934572938776,0.5127283804181949,False,Not Significant
HAL,0.07868330040921823,0.8347075626131275,0.40679469569257454,7.381540519327586,7.302857218918367,0.5127616407652625,False,Not Significant
CYP4A11,-0.03828895463476556,-0.8333923283679441,0.4067688886036065,8.778562514344827,8.816851468979593,0.5127616407652625,False,Not Significant
OR1E3 /// OR1E3,-0.032688556008091396,-0.8324028843285146,0.40707124418583296,7.104676320155173,7.137364876163264,0.5130623766829743,False,Not Significant
LAIR2,-0.060324647504574,-0.8324575562903406,0.4071200659473895,7.2424792654137935,7.3028039129183675,0.513076062222955,False,Not Significant
LINC00302,-0.022425260905348132,-0.8320596141525892,0.4073459939178654,5.944121381706896,5.966546642612244,0.5132931536218208,False,Not Significant
MCF2L2,0.02418982938423575,0.8328015919709492,0.4073682845540252,3.987732070241379,3.9635422408571435,0.5132931536218208,False,Not Significant
CASP9,-0.029812411869107436,-0.8310519008550561,0.4078319135001347,8.49848358162069,8.528295993489797,0.5138294314304391,False,Not Significant
GRM4,0.044038515228712605,0.8311138305590483,0.40800812226737615,7.297458616310345,7.253420101081632,0.514003520921289,False,Not Significant
SRSF7,-0.05738584057213103,-0.8306419842266767,0.40825586147330895,10.552665949448276,10.610051790020407,0.514267682711508,False,Not Significant
GRM3,-0.037160844240323954,-0.829941908210868,0.40852421542537876,5.547666561086206,5.58482740532653,0.5145577606219939,False,Not Significant
XCR1,0.023243649096058583,0.8294677617109564,0.40872295180624363,5.8362882048103435,5.813044555714285,0.5147601056435916,False,Not Significant
MYT1,-0.0332449904961285,-0.8287707578323069,0.4091992047230625,7.409149116034484,7.442394106530612,0.515311894505422,False,Not Significant
LTB4R2,0.0745584833817734,0.828218168631924,0.409470692754457,5.855579841810345,5.781021358428571,0.5155577056620539,False,Not Significant
WNT10B,0.05611718187931203,0.8282416407351187,0.4094400513166555,8.90444654887931,8.848329366999998,0.5155577056620539,False,Not Significant
ONECUT1,0.0287456578574945,0.828189047409923,0.4095268126740915,5.334842890775862,5.3060972329183675,0.5155803328635629,False,Not Significant
BFSP1,-0.046038117194231454,-0.8278488873993545,0.40973449273908724,6.187816000724137,6.233854117918368,0.515793747146867,False,Not Significant
CTBP1,0.06035608316607899,0.8270290816671036,0.4101174842478392,10.187566792206896,10.127210709040817,0.5162277917117954,False,Not Significant
CCNT2,0.05299426258515183,0.8269279474244717,0.41019928009184203,6.822847267258621,6.769853004673469,0.5162487267205447,False,Not Significant
HK2 /// RP11-259N19.1,0.024172224979239765,0.8268275980052846,0.4102105124862693,6.181898766224139,6.157726541244899,0.5162487267205447,False,Not Significant
TMOD3,-0.06420956681104695,-0.8262954651489821,0.41051446560695903,5.119074410637932,5.183283977448979,0.5165350528515084,False,Not Significant
MARCH7,-0.07485556378501279,-0.826363257681423,0.4104790956097537,7.825070525051722,7.899926088836735,0.5165350528515084,False,Not Significant
CCNT1,0.04890887615446893,0.8251851555977315,0.4111498120166809,8.507852803603448,8.45894392744898,0.517286325582335,False,Not Significant
CASP5,-0.03000361379943417,-0.8247208066728496,0.41140051588424276,6.03872250524138,6.068726119040814,0.5175053957721092,False,Not Significant
GFER,0.03791985671604525,0.8250084278238753,0.4113644512803296,7.430858135879311,7.392938279163266,0.5175053957721092,False,Not Significant
KRT3,-0.03251100200140744,-0.8248965451286958,0.41158849948493936,5.1513207648965516,5.183831766897959,0.5176661838766967,False,Not Significant
LINC01278,-0.0459995744750179,-0.8245019290834372,0.41160494353969534,7.691367206586206,7.737366781061224,0.5176661838766967,False,Not Significant
CRCT1,0.04512752490534666,0.8241684483185591,0.4117366709989323,5.564139428293102,5.519011903387756,0.5177836706569805,False,Not Significant
NHLH1,-0.028783964972907583,-0.8239517791676074,0.411835139563529,8.339047757741378,8.367831722714286,0.5178593144027814,False,Not Significant
PCBP4,-0.048550189966924506,-0.8233127282852939,0.41223577137312095,7.845491736931034,7.894041926897959,0.518314861857636,False,Not Significant
PIGK,0.0718630725686129,0.82325130381712,0.41227714703844465,8.284910708793102,8.21304763622449,0.5183186643929841,False,Not Significant
NSUN7,0.03428595881245755,0.8230156476809501,0.41236457223024414,5.906863285465518,5.872577326653061,0.5183803547290252,False,Not Significant
PAX6,0.044130964732580935,0.823210040192667,0.4126112926132085,6.843583929344827,6.799452964612246,0.5186422637339577,False,Not Significant
NUDT4 /// NUDT4P1 /// NUDT4P2,-0.05141012598240735,-0.8228044103129377,0.4128198393413238,8.985294693793104,9.036704819775512,0.5188561451407041,False,Not Significant
C1orf95,-0.04257218827515796,-0.8218274721696329,0.4130380424503247,7.565147410275862,7.60771959855102,0.5189913481689855,False,Not Significant
CHMP2A,0.05845573901970269,0.8218183787440168,0.41304261493937167,9.383611497448275,9.325155758428572,0.5189913481689855,False,Not Significant
DGKE,-0.018740629602392644,-0.8221807618400988,0.4130011009983813,4.187210245724138,4.205950875326531,0.5189913481689855,False,Not Significant
GABRR1,0.03409920712667169,0.8207960994872773,0.41365014234812947,5.466593612310345,5.432494405183673,0.5197063934028977,False,Not Significant
RING1,-0.032153561116116336,-0.8206733254975623,0.41374158354455426,10.165441204965516,10.197594766081632,0.5197729598070878,False,Not Significant
ADRA1D,-0.054553694547502474,-0.8200715750616627,0.4140667892555029,5.89997094675862,5.954524641306122,0.5201331589170111,False,Not Significant
B3GALT1,-0.041814737789936274,-0.8201042226729104,0.41419731720197495,5.830348607189655,5.872163344979591,0.5202487678424434,False,Not Significant
KIAA0087,0.026158953607670732,0.819698974914691,0.4143342338823435,4.723115289913793,4.696956336306123,0.5203723790465451,False,Not Significant
C10orf88,0.04023451780365761,0.8194180049434454,0.4144525333516321,6.623319207068965,6.583084689265307,0.5204725876460982,False,Not Significant
ZNF343,-0.03177886407952002,-0.8188669878676077,0.41484386102850457,5.872089929655173,5.903868793734693,0.520915616631073,False,Not Significant
VEZT,-0.026906674573891287,-0.8180948653681773,0.41520558989088263,4.9024810275689665,4.929387702142858,0.5212729723525572,False,Not Significant
HNRNPM,-0.07170177583743786,-0.8180432011945292,0.415194766071853,9.483965465448277,9.555667241285715,0.5212729723525572,False,Not Significant
GTPBP10 /// LOC101927446,0.02332096911928172,0.8178480571907207,0.41535118169967966,4.2059102990172414,4.18258932989796,0.5214073212587006,False,Not Significant
PSG2,0.037431473592891784,0.8177026480072163,0.4154172040353119,6.168000084327586,6.130568610734694,0.5214417676731903,False,Not Significant
SLC25A42,0.022918684713582493,0.81745390466753,0.41557874660433547,4.655393416448277,4.632474731734694,0.5215960958727335,False,Not Significant
HAB1,0.03049029037016382,0.8166021274719301,0.41607749450441367,7.507960358206898,7.477470067836734,0.5220296875594576,False,Not Significant
ITGA3,0.10855272340429067,0.8176149369239861,0.4160226118917064,9.272093461465515,9.163540738061224,0.5220296875594576,False,Not Significant
GRB2,0.05802960725087836,0.8167833457693171,0.4160248263138564,9.096330317189654,9.038300709938776,0.5220296875594576,False,Not Significant
SALL1,0.024324544343067522,0.8168679933434078,0.41607871212656133,4.2775513554655165,4.253226811122449,0.5220296875594576,False,Not Significant
TBC1D29,0.03204920608726347,0.8164131486413947,0.416252326093529,6.621850516413794,6.58980131032653,0.5221990334311747,False,Not Significant
RABEP2,0.03864825722624943,0.816164224702785,0.4163972586021022,9.09773480187931,9.059086544653061,0.5223323695941536,False,Not Significant
CTRC,-0.03932901853624138,-0.8159100162464349,0.4165615824381881,7.3360151325862075,7.375344151122449,0.5224900034015881,False,Not Significant
RXFP3,-0.026353814932794428,-0.8153019330023396,0.4167589506989957,5.160212701189654,5.186566516122449,0.5225920596304441,False,Not Significant
PDCD1,-0.04236448729838127,-0.8154537554606786,0.4167308765838149,6.7913591640689654,6.833723651367347,0.5225920596304441,False,Not Significant
CCDC19,-0.07370700038282951,-0.8153391488523144,0.4167322842083251,7.153988323862068,7.227695324244897,0.5225920596304441,False,Not Significant
MAP1A,-0.04221009155946476,-0.814838221104522,0.41724114271429336,8.56397781137931,8.606187902938775,0.5231481625181997,False,Not Significant
ASCL2,0.02070952425299133,0.8143360409206567,0.4173336069336381,4.117978300844828,4.097268776591837,0.5232155563736659,False,Not Significant
MMP24,0.032163315975017426,0.8139308239611505,0.4175659742240967,7.010707018913792,6.978543702938775,0.5234583194173701,False,Not Significant
RNF123,-0.02204413950703632,-0.8132446687321192,0.41794025839083704,8.562730682982759,8.584774822489795,0.5238789271148361,False,Not Significant
GRK1,0.0399739857350454,0.813110677215108,0.41806382649591134,6.4928708757758615,6.452896890040816,0.523929365652157,False,Not Significant
IL9R,0.025361592070373362,0.8130590109560125,0.41802687302390273,8.043261924172414,8.017900332102041,0.523929365652157,False,Not Significant
CYP2E1,0.04516924295320113,0.8130007995615075,0.41809679678568357,6.908559995810345,6.863390752857144,0.523929365652157,False,Not Significant
CXADR,-0.09517977919176523,-0.8132309102109987,0.4181541146781935,10.392301046155172,10.487480825346937,0.5239526107802508,False,Not Significant
KLK1,0.04382417743560918,0.8121678711622267,0.41859540975304876,7.154941512517242,7.111117335081633,0.5244569354605038,False,Not Significant
DQ597730 /// LRRC37A2,-0.04612512542012581,-0.8121988616908702,0.41868382427504736,6.38491380262069,6.431038928040816,0.5244704685399263,False,Not Significant
EYA1,0.04387949235960509,0.8119665769371853,0.41864828826392186,6.582068273931034,6.538188781571429,0.5244704685399263,False,Not Significant
TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1,-0.025356247492609896,-0.811552293502568,0.41894214817981945,7.580436580793103,7.605792828285713,0.5246967966500102,False,Not Significant
SNPH,0.0409327334254046,0.8115708004926117,0.41891907933752737,6.836212047017242,6.795279313591838,0.5246967966500102,False,Not Significant
NELFB,0.05499964506263311,0.8113039702745852,0.4190931787402895,8.426306869103449,8.371307224040816,0.5248373156666988,False,Not Significant
COL9A1,0.027835046809993713,0.8108697120238094,0.41934957457822897,6.766167740034483,6.738332693224489,0.5251097470976341,False,Not Significant
KCNK2,0.02689404002427853,0.8104859785027727,0.4195001978214221,5.417265910534483,5.390371870510204,0.5252002469339504,False,Not Significant
MDN1,-0.047782618650597186,-0.8112185191727145,0.41953842884934733,8.484959815431035,8.532742434081632,0.5252002469339504,False,Not Significant
SLCO1C1,-0.04210435864250428,-0.8106710443355539,0.41946413229864976,5.956967929275863,5.999072287918367,0.5252002469339504,False,Not Significant
